Unnamed: 0,tmdbId,title,genres
155,299536,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi
157,177677,Mission: Impossible - Rogue Nation (2015),Action|Adventure|Thriller
158,291270,Anomalisa (2015),Animation|Comedy|Fantasy
159,369885,Allied (2016),Action|Drama|Romance|Thriller|War
161,420714,Planet Earth II (2016),Documentary
162,181095,The Appearing (2013),Horror|Mystery|Thriller
165,206487,Predestination (2014),Action|Mystery|Sci-Fi|Thriller
166,381284,Hidden Figures (2016),Drama
167,556803,The Princess Switch (2018),Comedy|Romance
168,157832,Calvary (2014),Comedy|Drama
170,308369,Me and Earl and the Dying Girl (2015),Drama
171,109445,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance
172,124623,I Know That Voice (2013),Documentary
174,467632,Bad Samaritan (2018),Crime|Drama
175,374720,Dunkirk (2017),Action|Drama|Thriller|War
176,191294,We Are the Best! (Vi är bäst!) (2013),Children|Comedy|Drama
178,375262,The Favourite,Drama
179,400013,Fragments of Love (2016),Drama|Romance
182,234200,Pride (2014),Comedy|Drama
183,489999,Searching (2018),Drama
184,447404,Pokémon: Detective Pikachu (2019),Action|Children|Crime|Fantasy|Mystery
190,353081,Mission: Impossible - Fallout (2018),Action|Adventure|Thriller
191,109513,Hit and Run (Hit & Run) (2012),Action|Comedy|Romance
192,256591,Focus (2015),Comedy|Crime|Drama|Romance
195,240483,Robot Overlords (2014),Action|Adventure|Sci-Fi
196,459992,Long Shot (2019),Comedy
198,160588,Blue Jasmine (2013),Drama
199,290098,The Handmaiden (2016),Drama|Romance|Thriller
202,228967,The Interview (2014),Action|Comedy
205,299534,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
208,339967,Colossal (2016),Action|Sci-Fi|Thriller
209,76203,12 Years a Slave (2013),Drama
211,159824,Hotel Transylvania 2 (2015),Animation|Comedy
212,238615,Self/less (2015),Action|Mystery|Sci-Fi|Thriller
213,187017,22 Jump Street (2014),Action|Comedy|Crime
214,353070,Going in Style (2017),Comedy
217,210860,Mortdecai (2015),Adventure|Comedy|Mystery|Romance
218,181886,Enemy (2013),Mystery|Thriller
219,157851,Maps to the Stars (2014),Drama
220,328233,India's Daughter (2015),Documentary
226,273481,Sicario (2015),Crime|Drama|Mystery
227,294016,Trumbo (2015),Drama
228,251516,Kung Fury (2015),Action|Comedy|Fantasy|Sci-Fi
229,465136,Every Day (2018),Children|Drama|Fantasy|Romance
230,122081,Spring Breakers (2013),Comedy|Crime|Drama
231,169813,Short Term 12 (2013),Drama
233,399170,Logan Lucky (2017),Comedy
236,225574,Non-Stop (2014),Action|Mystery|Thriller
237,167073,Brooklyn (2015),Drama|Romance
238,329010,Emelie (2015),Horror
239,345918,Come And Find Me (2016),Drama
241,414190,iBoy (2017),Action|Crime|Sci-Fi|Thriller
244,322240,Nine Lives (2016),Comedy
245,290762,Miss You Already (2015),Comedy|Drama|Romance
246,381283,Mother! (2017),Drama|Horror|Mystery|Thriller
247,396371,Molly's Game (2017),Drama
248,529983,The Poison Rose (2019),Crime|Mystery
249,569547,Black Mirror: Bandersnatch (2018),Drama|Mystery|Sci-Fi|Thriller
250,274626,Animal (2014),Horror|Thriller
253,349067,Tigers Are Not Afraid (2017),Fantasy|Horror|Thriller
255,392044,Murder on the Orient Express (2017),Crime|Drama|Mystery
256,273248,The Hateful Eight (2015),Western
258,111440,"Pact, The (2012)",Horror|Mystery|Thriller
259,400928,Gifted (2017),Drama
260,438857,Cook Up a Storm (2017),Drama
262,174322,Gasland Part II (2013),Documentary
264,165213,New World (Shin-sae-gye) (2013),Thriller
265,281338,War for the Planet of the Apes (2017),Action|Adventure|Drama|Sci-Fi
266,100042,Dumb and Dumber To (2014),Comedy
267,265195,Wild Tales (2014),Comedy|Drama|Thriller
270,399106,Piper (2016),Animation
271,445571,Game Night (2018),Action|Comedy|Crime|Horror
272,315664,Florence Foster Jenkins (2016),Comedy|Drama
273,238713,Spy (2015),Action|Comedy|Crime
274,241554,Run All Night (2015),Action|Crime|Drama|Thriller
280,258480,Carol (2015),Drama|Romance
282,266082,Girlhood (2014),Drama
283,299687,The 5th Wave (2016),Adventure|Sci-Fi|Thriller
286,228161,Home (2015),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
288,213121,Toy Story of Terror (2013),Animation|Children|Comedy
289,340666,Nocturnal Animals,Drama|Thriller
291,458156,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
293,470918,Beast (2018),Drama
294,180299,The Raid 2: Berandal (2014),Action|Crime|Thriller
297,149871,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",Animation|Drama|Fantasy
298,121677,"Reluctant Fundamentalist, The (2012)",Drama
299,109091,"Counselor, The (2013)",Crime|Drama|Thriller
300,252822,In Order of Disappearance (Kraftidioten) (2014),Action|Comedy|Crime|Thriller
301,282035,The Mummy (2017),Action|Adventure|Fantasy|Horror|Thriller
302,177494,Veronica Mars (2014),Comedy|Crime|Drama
303,328869,Meadowland (2015),Drama
305,202249,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy
308,284053,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi
310,310307,The Founder (2016),Drama
312,132232,Mama (2013),Horror
313,126889,Alien: Covenant (2017),Action|Horror|Sci-Fi|Thriller
314,334543,Lion (2016),Drama
316,573910,"Ray Romano: Right Here, Around the Corner (2019)",Comedy
317,220286,Grand Piano (2013),Mystery|Thriller
318,334541,Manchester by the Sea (2016),Drama
321,136797,Need for Speed (2014),Action|Crime|Drama|IMAX
322,103328,Holy Motors (2012),Drama|Fantasy|Musical|Mystery|Sci-Fi
328,331781,Amy (2015),Documentary
329,218836,Planes: Fire & Rescue (2014),Adventure|Animation|Comedy
330,468362,The Angel (2018),Action|Drama|Thriller|War
331,381288,Split (2017),Drama|Horror|Thriller
332,398181,You Were Never Really Here (2017),Drama
338,140300,Kung Fu Panda 3 (2016),Action|Adventure|Animation
341,210577,Gone Girl (2014),Drama|Thriller
342,429197,Vice (2018),Comedy|Drama
344,112205,"Family, The (2013)",Action|Comedy|Crime
345,452557,Wolf Warrior 2 (2017),Action
346,103663,"Hunt, The (Jagten) (2012)",Drama
349,264644,Room (2015),Drama
351,210024,"Adventure in Space and Time, An (2013)",Drama
352,584962,Between Two Ferns: The Movie (2019),Comedy
353,355506,Siren (2016),Horror
354,121986,Frances Ha (2012),Comedy|Drama
355,293646,The 33 (2015),Drama
356,505948,I Am Mother (2019),Sci-Fi|Thriller
359,238603,Earth to Echo (2014),Adventure|Children|Sci-Fi
360,262551,Babysitting (2014),Comedy
363,320288,Dark Phoenix (2019),Action|Sci-Fi
364,299537,Captain Marvel (2018),Action|Adventure|Sci-Fi
365,446354,The Post (2017),Drama|Thriller
366,265297,The Salt of the Earth (2014),Documentary
367,399057,The Killing of a Sacred Deer (2017),Drama|Horror|Mystery|Thriller
369,398173,The House That Jack Built (2018),Drama|Horror|Thriller
370,437586,Mid90s (2018),Comedy|Drama
373,302502,Pervert Park (2014),Crime|Documentary
374,153133,Undercover Bridesmaid (2012),Romance
375,140420,Paperman (2012),Animation|Comedy|Romance
376,96936,"Bling Ring, The (2013)",Crime|Drama
377,207932,Inferno (2016),Mystery|Thriller
380,159117,V/H/S/2 (2013),Horror|Thriller
381,414453,Columbus (2017),Drama
384,312152,Chuck Norris vs Communism (2015),Documentary
387,244971,Fall of Ming (2013),Drama
388,401469,Widows (2018),Crime|Drama|Thriller
390,300668,Annihilation (2018),Adventure|Mystery|Sci-Fi|Thriller
391,454033,Swinging Safari (2018),Comedy|Drama
394,398818,Call Me by Your Name (2017),Drama|Romance
397,206647,Spectre (2015),Action|Adventure|Crime
398,302401,Snowden (2016),Drama|Thriller
400,490132,Green Book (2018),Comedy|Drama
401,136795,"Heat, The (2013)",Action|Comedy|Crime
403,466272,Once Upon a Time in Hollywood (2019),Comedy|Drama
406,279641,Whiskey Tango Foxtrot (2016),Comedy|War
407,374461,Mr. Church (2016),Drama
408,245703,Midnight Special (2015),Drama|Sci-Fi
409,211672,Minions (2015),Adventure|Animation|Children|Comedy
410,429200,Good Time (2017),Crime|Drama
411,257091,Get Hard (2015),Comedy|Crime
412,277834,Moana (2016),Adventure|Animation|Children|Comedy|Fantasy
414,307931,The Wolfpack (2015),Documentary
416,364116,The Other Side of the Door (2016),Horror
417,337674,Elle (2016),Thriller
418,257344,Pixels (2015),Action|Comedy|Sci-Fi
422,313369,La La Land (2016),Comedy|Drama|Romance
424,308531,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),Action|Adventure|Comedy
425,387426,Okja (2017),Action|Adventure|Drama|Sci-Fi
428,200481,"Blue Umbrella, The (2013)",Animation
429,260513,Incredibles 2 (2018),Action|Adventure|Animation|Children
435,222935,The Fault in Our Stars (2014),Drama|Romance
436,193610,"Other Woman, The (2014)",Comedy|Romance
439,99861,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi
443,220289,Coherence (2013),Drama|Mystery|Sci-Fi|Thriller
444,382591,Tomorrow Everything Starts (2016),Comedy|Drama
445,286565,Paper Towns (2015),Drama|Mystery|Romance
446,294254,Maze Runner: Scorch Trials (2015),Action|Thriller
447,332283,A Storm in the Stars (2016),Drama|Romance
448,278924,Mechanic: Resurrection (2016),Action|Crime|Thriller
450,420814,Christopher Robin (2018),Adventure|Animation|Comedy
451,409536,Horace and Pete (2016),Comedy|Drama
453,324849,The Lego Batman Movie (2017),Action|Animation|Comedy
455,289535,Operation Rogue (2014),Action
456,308024,The Overnight (2015),Comedy
461,313297,Kubo and the Two Strings (2016),Adventure|Animation|Children|Fantasy
465,244506,Camp X-Ray (2014),Drama
467,246860,Clouds of Sils Maria (2014),Drama
471,159701,I Do (2012),Drama
477,369698,Viking (2016),Action|Drama
481,296360,Love & Friendship (2016),Drama|Romance
485,198375,"Garden of Words, The (Koto no ha no niwa) (2013)",Animation|Romance
488,342521,Keanu (2016),Comedy
492,209416,Supermensch: The Legend of Shep Gordon (2013),Documentary
494,325133,Neighbors 2: Sorority Rising (2016),Comedy
495,491418,Instant Family (2018),Comedy
497,152780,"Past, The (Le passé) (2013)",Drama|Mystery|Romance
498,355065,The People vs. Fritz Bauer (2015),Drama
505,543580,They Shall Not Grow Old (2018),Documentary|War
506,284537,Welcome to Me (2014),Comedy|Drama
507,329440,The Forest (2016),Horror|Thriller
508,393519,Raw (2017),Drama
509,375366,The Girl with All the Gifts (2016),Drama|Horror|Sci-Fi|Thriller
515,334521,Free Fire (2017),Action|Crime|Drama
516,490003,Won't You Be My Neighbor? (2018),Documentary
518,157353,Transcendence (2014),Drama|Sci-Fi|IMAX
524,290864,Kung Fu Jungle (2014),Action|Crime|Thriller
526,470932,"I Love You, Daddy (2017)",Comedy|Drama
527,583794,6.5 Toman Per Meter (2019),Drama
528,355277,Born in China (2017),Documentary|Drama
532,512196,Happy Death Day 2U (2019),Horror|Mystery|Thriller
533,224141,Into the Woods (2014),Children|Comedy|Fantasy|Musical
536,432976,Icarus (2017),Documentary
537,402298,Denial (2016),Drama
541,129112,Wadjda (2012),Drama
548,228326,The Book of Life (2014),Adventure|Animation|Romance
549,245700,Mr. Turner (2014),Drama
550,338766,Hell or High Water (2016),Crime|Drama
552,191121,Raanjhanaa (2013),Drama|Romance
556,506072,Prospect (2018),Sci-Fi|Western
557,329024,TransFatty Lives (2015),Documentary
563,340837,A Cure for Wellness (2017),Drama|Horror|Mystery|Thriller
567,341013,Atomic Blonde (2017),Thriller
571,339692,Shot Caller (2017),Action|Crime|Drama|Thriller
574,274479,Joy (2015),Comedy|Drama
575,239530,Magical Sisters Yoyo & Nene (2013),Adventure|Animation|Fantasy
577,355196,I Dream in Another Language (2017),Drama|Fantasy
578,290250,The Nice Guys (2016),Crime|Mystery|Thriller
582,412202,Handsome Devil (2016),Drama
585,431261,American Wrestler: The Wizard (2016),Drama
586,330348,The Wait (2015),Drama
593,324668,Jason Bourne (2016),Action
597,339397,Café Society (2016),Comedy|Drama|Romance
604,249070,Hitman: Agent 47 (2015),Action|Crime|Thriller
608,458253,Missing Link (2019),Adventure|Animation|Children|Comedy|Fantasy
616,339964,Valerian and the City of a Thousand Planets (2017),Action|Adventure|Sci-Fi
617,321612,Beauty and the Beast (2017),Fantasy|Romance
619,402900,Ocean's 8 (2018),Action|Comedy|Crime|Thriller
621,209263,Enough Said (2013),Comedy|Drama|Romance
622,246403,Tusk (2014),Comedy|Drama|Horror
624,310135,Turbo Kid (2015),Action|Adventure|Sci-Fi
625,496243,Parasite (2019),Comedy|Drama
627,312221,Creed (2015),Drama
630,436775,Clowntergeist (2016),Horror
633,458723,Us (2019),Horror|Thriller
640,306963,Wanderers (2014),Animation|Sci-Fi
643,391713,Lady Bird (2017),Comedy
646,181533,Night at the Museum: Secret of the Tomb (2014),Adventure|Children|Comedy|Fantasy
647,395834,Wind River (2017),Action|Crime|Mystery|Thriller
648,537059,Justice League vs. the Fatal Five (2019),Action|Animation|Sci-Fi
653,488621,The Chase (2017),Thriller
654,301348,Elvis & Nixon (2016),Comedy
655,267480,"Look of Silence, The (2014)",Documentary
656,276537,The Last Man on the Moon (2016),Documentary|Drama
657,389015,"I, Tonya (2017)",Drama
660,121872,Ginger & Rosa (2012),Drama
661,188161,A Million Ways to Die in the West (2014),Comedy|Western
666,246655,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi
667,126143,Of Two Minds (2012),Documentary
670,531208,Triassic World (2018),Action|Horror|Sci-Fi
673,301849,Blowfly Park (2014),Drama|Thriller
674,416477,The Big Sick (2017),Comedy|Romance
679,156700,"Kings of Summer, The (2013)",Comedy
680,346685,The Girl on the Train (2016),Thriller
687,337339,The Fate of the Furious (2017),Action|Crime|Drama|Thriller
688,158739,Blue Caprice (2013),Crime|Drama
691,288158,The Woman in Black 2: Angel of Death (2015),Drama|Horror|Thriller
695,363676,Sully (2016),Drama
696,565184,The Zen Diaries of Garry Shandling: Parts 1 & 2,Comedy|Documentary
699,358532,The Monster of Mangatiti (2015),Documentary|Drama
700,346910,The Predator (2018),Action|Adventure|Horror|Sci-Fi
702,429662,Viceroy's House (2017),Drama
703,83382,"Players, The (Les infidèles) (2012)",Comedy
711,400579,Tully (2018),Comedy
716,149870,"Wind Rises, The (Kaze tachinu) (2013)",Animation|Drama|Romance
719,419831,I Kill Giants (2018),Drama|Fantasy|Thriller
723,376867,Moonlight,Drama
725,136403,Populaire (2012),Comedy
726,401246,The Square (2017),Drama
730,419709,Last Flag Flying (2017),Comedy|Drama
733,324857,Spider-Man: Into the Spider-Verse (2018),Action|Adventure|Animation|Sci-Fi
734,473019,The Souvenir (2019),Drama|Mystery|Romance
743,463116,The Stolen Princess (2018),Adventure|Animation|Comedy
745,363088,Ant-Man and the Wasp (2018),Action|Adventure|Comedy|Fantasy|Sci-Fi
746,424781,Sorry to Bother You (2018),Comedy|Fantasy|Sci-Fi
748,324852,Despicable Me 3 (2017),Adventure|Animation|Children|Comedy
749,348678,A Man Called Ove (2015),Comedy|Drama
751,315049,Adult Camp (2015),Comedy
755,209274,Ida (2013),Drama
760,433310,When We First Met (2018),Comedy
761,346648,Paddington 2 (2017),Adventure|Animation|Children|Comedy
763,417870,Girls Trip (2017),Comedy
764,255890,The Circle (2014),Documentary|Drama
770,447332,A Quiet Place (2018),Drama|Horror|Thriller
771,365942,The Space Between Us (2016),Adventure|Sci-Fi
784,201085,Crimson Peak (2015),Horror
785,449674,Louis C.K. 2017 (2017),Comedy
786,287948,The Transporter Refuelled (2015),Action|Crime|Thriller
795,271718,Trainwreck (2015),Comedy|Romance
796,376659,Bad Moms (2016),Comedy
799,346808,Momentum (2015),Action|Thriller
801,84348,V/H/S (2012),Horror|Thriller
802,246080,Black Sea (2015),Adventure|Mystery|Thriller
806,262504,Allegiant: Part 1 (2016),Adventure|Sci-Fi
808,165904,Special 26 (2013),Crime|Drama|Thriller
810,405204,Tom of Finland (2017),Drama
812,352548,5th Passenger (2018),Sci-Fi
813,616844,Into the Dark: Pure (2019),Horror
815,407806,13th (2016),Documentary
819,319075,Kurt Cobain: Montage of Heck (2015),Documentary
821,433808,The Ritual (2017),Horror
823,228970,Wild (2014),Drama
824,195276,Montage (2013),Crime|Mystery|Thriller
830,318256,Hot Girls Wanted (2015),Documentary
835,299245,The Gallows (2015),Horror|Thriller
836,321594,Louis C.K.: Live at The Comedy Store (2015),Comedy
841,360030,Lo and Behold: Reveries of the Connected World (2016),Documentary
842,309886,Blood Father (2016),Action|Thriller
851,335797,Sing (2016),Animation|Children|Comedy
859,567220,"Into the Dark: New Year, New You (2018)",Drama|Horror
860,151933,Dead in Tombstone (2013),Action|Fantasy|Horror
862,291805,Now You See Me 2 (2016),Action|Comedy|Thriller
871,160704,The Berlin File (2013),Action|Drama|Thriller
874,257087,The Veil (2016),Horror
877,284274,Iron Man & Captain America: Heroes United (2014),Action|Adventure|Animation
878,260001,Life Partners (2014),Comedy|Romance
882,331592,Listening (2015),Sci-Fi
885,254194,Starry Eyes (2014),Horror
889,242828,When Marnie Was There (2014),Animation|Drama
892,474335,Uncle Drew (2018),Comedy
898,493099,RBG (2018),Documentary
904,82990,Paranormal Activity 4 (2012),Horror|IMAX
905,127372,Emperor (2012),Drama|War
907,179144,"Great Beauty, The (Grande Bellezza, La) (2013)",Comedy|Drama
910,374617,Imperium (2016),Crime|Drama|Thriller
914,370725,Other People's Children (2015),Drama|Romance
915,414777,After Darkness (2019),Children|Drama|Sci-Fi|Thriller
916,199534,Wolf Creek 2 (2013),Horror|Thriller
917,254128,San Andreas (2015),Action|Drama|Thriller
919,362155,She and I (2015),Comedy|Romance
920,280612,Genome Hazard (2014),Drama|Thriller
921,351286,Jurassic World: Fallen Kingdom (2018),Action|Adventure|Drama|Sci-Fi|Thriller
924,284270,Cub (2014),Adventure|Horror
925,466172,Winter Brothers (2017),Drama
928,293299,Feast (2014),Animation|Children|Comedy|Drama|Romance
929,530385,Midsommar (2019),Drama|Horror|Mystery
931,121856,Assassin's Creed (2016),Action|Adventure|Sci-Fi
933,399404,Darkest Hour (2017),Drama|War
935,451995,"Faces, Places (2017)",Documentary
938,489988,Three Identical Strangers (2018),Documentary
940,89501,Nameless Gangster (Bumchoiwaui junjaeng) (2012),Crime|Thriller
941,364433,Lo chiamavano Jeeg Robot (2016),Fantasy
942,328425,The Gift (2015),Drama|Horror
946,227159,Horrible Bosses 2 (2014),Comedy|Crime
948,333385,Mr. Right (2016),Action|Comedy|Romance
953,432959,Jim Gaffigan: Cinco (2017),Comedy
954,287524,Fear Clinic (2014),Horror
955,187596,Walk of Shame (2014),Comedy
970,260346,Taken 3 (2015),Action|Crime|Thriller
973,297160,XX (2017),Horror
981,445651,The Darkest Minds (2018),Sci-Fi|Thriller
986,313867,Roald Dahl's Esio Trot (2015),Comedy
990,324786,Hacksaw Ridge (2016),Drama|War
991,311615,Smosh: The Movie (2015),Action|Adventure|Comedy
995,87825,Trouble with the Curve (2012),Drama
997,254172,Fathers and Daughters (2015),Drama
1000,254470,Pitch Perfect 2 (2015),Comedy
1001,464979,Hey Jude (2018),Drama|Romance
1002,301804,Before I Wake (2016),Horror|Thriller
1003,296100,The Night Before (2015),Comedy
1006,288036,Sleeping with Other People (2015),Comedy|Drama|Romance
1009,353117,The Thread (2015),Documentary
1010,437557,Blockers (2018),Comedy
1014,401898,Thelma (2017),Fantasy|Romance|Thriller
1017,300673,The Finest Hours (2016),Drama|Thriller
1020,525455,Love at Sea (2018),Romance
1024,289727,"Rewrite, The (2014)",Comedy|Romance
1027,145197,Upstream Color (2013),Romance|Sci-Fi|Thriller
1030,334538,Into the Forest (2015),Drama|Sci-Fi
1039,333596,Woodlawn (2015),Drama
1042,303858,Money Monster (2016),Drama|Thriller
1045,227973,"Peanuts Movie, The (2015)",Adventure|Animation|Children|Comedy
1048,175291,Cheap Thrills (2013),Comedy|Thriller
1052,267860,London Has Fallen (2016),Action|Crime|Thriller
1053,241239,A Most Violent Year (2014),Action|Crime|Drama|Thriller
1057,319073,How To Change The World (2015),Documentary
1059,309245,Mistress America (2015),Comedy
1060,375588,Robin Hood (2018),Adventure
1061,205584,Gods of Egypt (2016),Adventure|Fantasy
1065,363056,Miles (2016),Drama
1073,209403,Bad Words (2013),Comedy
1077,533534,Aurora (2018),Horror|Thriller
1081,310131,The Witch (2015),Horror
1085,429202,Vox Lux (2018),Drama
1088,419680,Daddy's Home 2 (2017),Comedy|Drama
1089,306947,The Invitation (2015),Horror|Thriller
1091,253065,Miss Granny (2014),Comedy|Fantasy
