Unnamed: 0,tmdbId,title,genres,overview
1711,330112,,Comedy|Drama,
1727,347968,,Comedy|Mystery|Romance,
1758,209406,,Comedy|Romance,
1778,504603,,Comedy|Crime|Drama,
1792,242090,,Comedy|Drama|Romance,
1810,433251,,Comedy,
1812,413857,,Comedy|Horror,
1814,371645,,Adventure|Comedy,
1818,193154,,Animation|Comedy|Sci-Fi,
1823,432883,,Comedy,
1825,382511,,Comedy,
1830,296313,,Comedy|Drama,
1848,203665,,Comedy,
1857,214756,,Comedy,
1880,242042,,Comedy|Drama|Romance,
1903,293271,,Animation|Children|Comedy,
1905,490005,,Comedy|Drama,
1919,516341,,Comedy,
1920,268531,,Action|Animation|Children|Comedy,
1927,377799,,Comedy,
1941,231576,,Comedy|Drama,
1943,494368,,Comedy,
1961,473812,,Comedy,
1971,101519,,Comedy,
2006,356305,,Comedy,
2038,381341,,Comedy|Drama,
2053,401847,,Comedy|Crime|Drama,
2069,308639,,Comedy|Drama,
2136,138697,,Comedy|Drama|Romance,
2148,373976,,Comedy,
2163,213417,,Comedy,
2166,295748,,Action|Comedy|Drama,
2168,408159,,Comedy,
2205,205220,,Comedy|Drama,
2207,116741,,Comedy,
2224,298096,,Comedy|Drama|Fantasy,
2233,261392,,Action|Comedy|Sci-Fi|Thriller,
2245,303867,,Animation|Comedy,
2258,145220,,Adventure|Comedy|Crime,
2277,278236,,Comedy|Drama,
2289,347031,,Comedy|Drama|Romance,
2306,460048,,Comedy,
2310,428074,,Children|Comedy|Drama,
2311,442062,,Adventure|Children|Comedy|Fantasy|Horror,
2327,435126,,Comedy|Drama,
2331,230211,,Comedy,
2360,253272,,Comedy|Crime|Drama,
2375,268238,,Comedy|Drama,
2380,601744,,Comedy|Drama,
2395,331313,,Comedy,
2399,338768,,Comedy|Drama,
2411,515195,,Comedy|Romance,
2415,267193,,Comedy,
2417,114750,,Comedy|Drama,
2455,118931,,Action|Animation|Children|Comedy|Fantasy,
2475,118624,,Comedy|Drama|Horror|Sci-Fi,
2478,211954,,Comedy|Drama,
2484,295693,,Animation|Children|Comedy,
2495,228194,,Comedy|Drama,
2514,246320,,Comedy,
2519,244264,,Comedy|Romance,
2552,192134,,Comedy|Crime|Drama,
2557,423453,,Adventure|Animation|Children|Comedy,
2561,359460,,Comedy|Thriller,
2567,297222,,Comedy|Drama|Fantasy|Mystery|Romance,
2575,158743,,Comedy,
2612,241843,,Comedy|Horror,
2669,373209,,Comedy,
2679,229297,,Comedy|Drama|Romance,
2698,399231,,Comedy,
2700,529207,,Comedy|Crime,
2706,373569,,Action|Comedy,
2710,323675,,Action|Comedy,
2719,277217,,Action|Adventure|Comedy,
2721,458534,,Comedy|Romance,
2775,402897,,Comedy,
2803,431530,,Comedy,
2832,257450,,Comedy|Horror,
2833,279690,,Comedy|Drama|Horror,
2846,381032,,Comedy,
2863,457786,,Comedy,
2889,280217,,Action|Adventure|Animation|Children|Comedy,
2899,70793,,Comedy,
2903,463861,,Comedy,
2928,82424,,Adventure|Animation|Children|Comedy|Fantasy,
2950,502149,,Comedy,
2957,399725,,Comedy|Drama,
2958,205022,,Action|Adventure|Comedy,
2964,86705,,Comedy,
2967,86517,,Animation|Comedy|Drama,
2986,337677,,Comedy,
3017,353069,,Comedy,
3034,347969,,Comedy|Western,
3040,241448,,Comedy,
3081,558341,,Comedy,
3100,530294,,Comedy|Drama|Romance,
3104,214030,,Comedy,
3152,499153,,Comedy|Drama,
3186,298382,,Comedy|Drama|Thriller,
3190,301566,,Comedy,
3213,320996,,Comedy,
3216,103370,,Comedy,
3230,515248,,Comedy|Romance,
3245,523172,,Comedy|Drama,
3270,277688,,Comedy|Horror,
3281,220714,,Comedy|Drama|Romance,
3283,268660,,Comedy|Drama|Romance,
3296,340402,,Comedy,
3308,243938,,Comedy|Sci-Fi,
3316,288171,,Comedy,
3340,456193,,Comedy,
3351,266639,,Adventure|Comedy|Drama|Fantasy,
3353,324807,,Comedy|Crime|Drama|Mystery,
3376,387893,,Adventure|Animation|Children|Comedy,
3388,430945,,Action|Comedy,
3412,451709,,Comedy,
3438,308638,,Comedy,
3451,472734,,Comedy|Drama,
3474,253306,,Comedy|Horror|Thriller,
3477,172533,,Comedy|Drama|Romance,
3504,268920,,Action|Comedy,
3512,139038,,Comedy|Horror,
3517,624932,,Comedy,
3543,517909,,Comedy|Crime|Drama,
3548,442353,,Comedy,
3563,387592,,Animation|Children|Comedy,
3620,433941,,Adventure|Comedy|Horror,
3623,323676,,Comedy,
3627,380124,,Comedy|Horror,
3646,547025,,Comedy,
3678,206821,,Comedy|Drama,
3679,147538,,Animation|Comedy|Drama|Fantasy|Sci-Fi,
3685,387252,,Comedy|Drama|Romance,
3700,287903,,Comedy|Fantasy|Horror,
3776,513083,,Comedy,
3834,181330,,Comedy|Documentary,
3839,287486,,Comedy,
3848,479918,,Comedy|Drama|Romance,
3912,209410,,Comedy|Drama|Romance,
3946,304410,,Comedy,
3976,278154,,Adventure|Animation|Children|Comedy,
3988,361839,,Comedy|Drama|Romance|Sci-Fi,
4017,256092,,Action|Comedy|Crime,
4025,335777,,Adventure|Animation|Children|Comedy,
4046,332506,,Comedy|Romance,
4084,228165,,Adventure|Animation|Children|Comedy,
4101,460668,,Comedy,
4125,282268,,Animation|Comedy|Musical,
4146,341689,,Comedy|Romance|Sci-Fi,
4194,250624,,Comedy,
4209,226632,,Comedy,
4210,502385,,Comedy,
4221,346671,,Comedy|Horror,
4222,503616,,Comedy|Romance,
4276,488223,,Comedy,
4284,370567,,Animation|Children|Comedy|Fantasy|Mystery|Romance,
4286,381518,,Comedy,
4306,352498,,Comedy|Drama,
4332,73624,,Comedy|Fantasy|Sci-Fi,
4342,437033,,Comedy,
4368,527435,,Adventure|Children|Comedy|Fantasy,
4373,277368,,Comedy,
4392,333344,,Comedy|Drama,
4475,157360,,Comedy,
4477,77931,,Animation|Children|Comedy,
4478,384677,,Comedy|Romance,
4491,253687,,Comedy|Drama,
4494,354287,,Comedy|Drama|War,
4505,356298,,Comedy|Drama,
4509,234004,,Action|Adventure|Animation|Children|Comedy|Sci-Fi,
4514,565310,,Comedy,
4522,102517,,Comedy,
4530,119433,,Comedy,
4584,258099,,Comedy|Drama,
4601,352387,,Comedy|Drama,
4630,354857,,Animation|Comedy|Sci-Fi,
4647,364689,,Animation|Children|Comedy,
4667,175555,,Comedy|Drama,
4683,130410,,Comedy,
4725,454983,,Comedy|Romance,
4737,351819,,Comedy|Romance,
4741,408537,,Comedy|Drama,
4742,84111,,Comedy|Drama|Romance,
4765,455207,,Comedy,
4769,334924,,Comedy,
4798,228009,,Comedy,
4846,397422,,Comedy|Drama,
4847,86980,,Comedy,
4852,277432,,Action|Comedy|Crime|Drama|Musical|Romance,
4912,78480,,Children|Comedy|Drama,
4913,269148,,Comedy|Drama,
4928,239563,,Comedy,
4933,534259,,Comedy|Drama,
4934,201086,,Comedy,
4944,421928,,Action|Comedy,
5043,489930,,Comedy|Drama,
5068,466987,,Comedy,
5125,300667,,Comedy|Drama,
5160,264525,,Comedy,
5168,205724,,Comedy,
5247,276843,,Comedy,
5255,401544,,Action|Comedy|Sci-Fi,
5263,400114,,Comedy|Drama,
5274,264999,,Comedy|Drama,
5293,369665,,Comedy,
5295,337154,,Comedy|Drama,
5309,582570,,Comedy,
5311,520594,,Comedy,
5320,412117,,Adventure|Animation|Children|Comedy,
5321,193726,,Comedy|Horror,
5353,484482,,Comedy|Drama,
5366,182219,,Comedy,
5367,390669,,Comedy|Romance,
5373,340485,,Comedy|Drama,
5404,625450,,Comedy|Drama|Romance,
5441,189680,,Children|Comedy,
5443,437042,,Adventure|Children|Comedy,
5473,308027,,Comedy,
5493,299353,,Comedy,
5494,253312,,Comedy|Drama|Sci-Fi,
5515,355008,,Comedy,
5540,271467,,Comedy,
5549,309924,,Comedy,
5558,343934,,Comedy,
5559,490928,,Comedy,
5636,342281,,Comedy,
5699,91739,,Comedy|Drama|Romance,
5706,135718,,Comedy|Drama,
5711,387938,,Comedy,
5716,381073,,Comedy|Drama,
5719,228355,,Action|Comedy|Drama,
5730,486101,,Comedy,
5736,324440,,Comedy|Drama|Horror,
5743,112198,,Comedy,
5773,429107,,Comedy,
5778,347669,,Comedy,
5780,303742,,Comedy,
5797,479455,,Action|Adventure|Comedy|Sci-Fi,
5812,411741,,Comedy|Drama,
5823,311054,,Animation|Comedy|Drama,
5825,642661,,Comedy,
5827,467412,,Comedy|Drama,
5838,533642,,Comedy|Horror,
5873,392891,,Comedy,
5874,550248,,Comedy,
5899,360920,,Animation|Children|Comedy,
5952,434080,,Comedy|Horror,
5958,278878,,Action|Comedy|Western,
6009,128135,,Adventure|Comedy|Thriller,
6036,389053,,Comedy,
6050,242022,,Comedy,
6068,316023,,Comedy,
6088,355178,,Comedy,
6129,428330,,Children|Comedy|Fantasy,
6173,445629,,Comedy|Drama,
6191,249266,,Comedy|Drama,
6211,480001,,Comedy,
6217,503125,,Comedy|Horror,
6257,228108,,Comedy|Drama,
6263,254474,,Action|Comedy|Horror,
6287,146239,,Comedy,
6301,252143,,Comedy|Documentary,
6319,432068,,Comedy,
6350,311307,,Adventure|Comedy|Drama,
6354,216652,,Comedy,
6358,399266,,Comedy|Drama,
6373,315846,,Comedy,
6388,518452,,Comedy,
6390,271388,,Comedy|Drama|Fantasy,
6419,261825,,Comedy|Drama,
6537,276844,,Comedy,
6556,345922,,Comedy,
6559,75604,,Adventure|Comedy|Fantasy,
6592,244688,,Comedy,
6622,421447,,Comedy,
6645,396493,,Comedy|Horror,
6646,339792,,Comedy,
6651,117974,,Comedy,
6666,497726,,Comedy,
6693,392012,,Comedy,
6699,366692,,Comedy,
6732,416635,,Adventure|Comedy,
6735,433245,,Comedy,
6745,468198,,Comedy|Drama,
6765,381707,,Comedy|Romance,
6780,262866,,Action|Comedy,
6837,282297,,Adventure|Comedy|Documentary|Mystery,
6930,418667,,Comedy,
6954,331424,,Comedy,
6969,234567,,Animation|Children|Comedy,
6996,475220,,Comedy|Horror,
7079,419771,,Comedy|Mystery|Sci-Fi,
7127,267573,,Action|Comedy,
7163,277547,,Comedy|Romance,
7232,497713,,Children|Comedy,
7238,362409,,Comedy|Horror|Romance,
7247,264048,,Comedy|Drama,
7255,94590,,Adventure|Comedy|Sci-Fi,
7260,306952,,Comedy|Drama|Romance,
7265,238215,,Comedy|Drama|Fantasy,
7322,300441,,Adventure|Children|Comedy,
7450,147276,,Comedy,
7474,239877,,Comedy|Crime|Romance,
7508,407655,,Comedy,
7538,458342,,Comedy|Drama,
7687,446048,,Comedy,
7703,209185,,Comedy,
7719,127501,,Comedy|Drama|Romance,
7728,213681,,Action|Comedy|Crime,
7798,333103,,Comedy,
7863,146304,,Comedy|Drama,
7864,253270,,Comedy|Drama,
7920,244001,,Comedy,
7981,364708,,Comedy,
7984,282041,,Comedy|Documentary,
7985,81708,,Comedy|Drama,
7986,325346,,Children|Comedy|Drama,
7987,242088,,Comedy|Drama,
8047,324245,,Comedy,
8050,400608,,Comedy,
8069,248698,,Comedy|Drama|Romance,
8096,410965,,Comedy,
8102,378348,,Comedy|Crime,
8111,173294,,Comedy|Drama,
8178,431937,,Comedy|Drama,
8251,449563,,Comedy|Fantasy|Romance,
8256,546630,,Comedy,
8317,296071,,Comedy,
8327,351065,,Animation|Comedy|Drama,
8330,276908,,Comedy|Drama|Romance|Sci-Fi,
8362,364067,,Comedy,
8379,513576,,Comedy|Romance,
8414,284286,,Comedy|Drama|Romance,
8462,226486,,Comedy,
8542,522531,,Comedy,
8603,425980,,Comedy,
8632,274862,,Action|Animation|Comedy,
8687,364089,,Comedy,
8698,395769,,Comedy|Drama,
8765,312669,,Comedy,
8803,387054,,Comedy,
8821,339355,,Comedy,
8825,386501,,Comedy|Drama,
8887,417320,,Action|Adventure|Children|Comedy,
8942,415401,,Comedy,
8944,502422,,Comedy|Drama,
8958,190469,,Action|Comedy|Crime,
9023,527246,,Comedy,
9049,528888,,Comedy|Drama,
9053,300302,,Comedy,
9065,368940,,Adventure|Animation|Comedy,
9066,498598,,Comedy|Romance,
9081,210908,,Comedy|Horror|Thriller,
9103,421465,,Comedy|Drama,
9144,312796,,Comedy|Drama,
9266,295087,,Comedy,
9287,170657,,Adventure|Comedy|Fantasy|Romance|IMAX,
9301,404378,,Comedy|Drama,
9334,324174,,Comedy|Drama,
9366,374853,,Animation|Comedy|Drama|Romance,
9375,382155,,Comedy|Crime|Drama,
9380,336211,,Comedy|Romance,
9409,253406,,Comedy|Drama,
9438,503619,,Comedy,
9545,346134,,Comedy,
9659,444705,,Comedy,
9663,440767,,Comedy,
9710,422551,,Comedy,
9764,85803,,Animation|Comedy,
9765,263105,,Comedy|Drama|Romance,
9840,518495,,Comedy|Drama|Fantasy|Sci-Fi,
9844,330333,,Comedy|Drama|Romance,
9852,342473,,Animation|Children|Comedy,
9908,515841,,Comedy,
9940,127614,,Comedy|Drama,
9973,457840,,Children|Comedy|Crime,
9981,367596,,Comedy|Drama,
9986,441384,,Comedy,
10005,253303,,Comedy|Drama|Horror,
10006,372411,,Comedy,
10045,255798,,Comedy|Horror,
10049,118628,,Comedy|Drama,
10071,289728,,Children|Comedy,
10074,340022,,Action|Comedy|Drama,
10119,402223,,Comedy|Romance,
10135,214075,,Comedy|Drama|Romance,
10156,326094,,Comedy,
10206,565383,,Comedy|Crime|Drama,
10209,305932,,Comedy,
10444,487476,,Comedy|Drama,
10555,523773,,Comedy|Romance,
10585,548064,,Comedy|Horror,
10588,426264,,Comedy|Drama,
10600,383785,,Action|Adventure|Comedy|Mystery,
10617,378236,,Animation|Children|Comedy,
10640,227300,,Action|Comedy|Crime,
10652,505390,,Comedy|Romance,
10733,334878,,Comedy,
10770,173185,,Comedy|Romance,
10799,169683,,Comedy,
10812,496208,,Action|Comedy|Crime,
10840,351694,,Animation|Comedy|Fantasy,
10841,222136,,Comedy|Drama,
10857,518045,,Comedy,
10903,411405,,Comedy|Crime|Thriller,
10913,333088,,Comedy,
10921,454992,,Action|Comedy,
10926,262841,,Action|Animation|Children|Comedy|Sci-Fi,
10931,130925,,Animation|Children|Comedy,
10940,455656,,Comedy,
10965,342672,,Comedy,
10991,368993,,Comedy,
11182,198062,,Comedy,
11212,191489,,Comedy,
11361,272602,,Comedy|Drama|Romance,
11384,190880,,Comedy,
11390,348929,,Comedy|Horror|Romance,
11407,479263,,Comedy,
11472,294132,,Comedy|Romance,
11566,115199,,Adventure|Comedy|Musical|Sci-Fi,
11577,309298,,Comedy,
11624,341176,,Comedy,
11673,513434,,Comedy|Horror,
11679,333663,,Comedy,
11684,336890,,Comedy,
11731,484510,,Adventure|Animation|Children|Comedy|Fantasy,
11811,502616,,Comedy,
11835,272435,,Comedy|Drama|Romance,
11919,352186,,Comedy,
11947,91417,,Adventure|Animation|Comedy,
11958,342474,,Comedy|Drama,
11963,103243,,Comedy|Romance,
11964,303760,,Comedy,
12015,75190,,Comedy,
12040,308571,,Comedy,
12041,164443,,Comedy,
12082,539397,,Comedy|Drama,
12149,486103,,Comedy,
12194,323373,,Comedy|Horror,
12223,299641,,Comedy,
12384,382517,,Adventure|Animation|Comedy,
12438,425148,,Comedy,
12440,357424,,Comedy|Drama|Romance,
12511,374416,,Comedy,
12539,411873,,Comedy,
12589,252067,,Comedy|Drama|Romance,
12602,381040,,Comedy|Drama|Romance,
12647,446894,,Animation|Comedy,
12788,389371,,Comedy,
12831,426254,,Comedy|Drama|Mystery|Sci-Fi,
12884,246011,,Comedy,
12904,453127,,Action|Comedy,
12922,570657,,Comedy,
12989,359325,,Comedy,
13053,302349,,Action|Comedy|Fantasy|Sci-Fi,
13066,176085,,Comedy|Drama,
13108,474063,,Comedy,
13123,536056,,Comedy,
13130,370665,,Action|Children|Comedy|Crime|Drama|Romance,
13185,228028,,Comedy,
13237,203217,,Comedy,
13244,539572,,Comedy,
13259,504314,,Comedy,
13264,263627,,Comedy|Drama,
13300,165864,,Comedy|Horror,
13331,278774,,Children|Comedy|Fantasy|Romance,
13344,366568,,Comedy|Crime,
13369,340816,,Comedy,
13428,414455,,Comedy|Drama,
13521,331354,,Comedy,
13532,469287,,Comedy,
13533,282296,,Comedy|Drama,
13628,82650,,Children|Comedy,
13673,399796,,Comedy,
13678,277839,,Comedy,
13759,438431,,Comedy,
13779,459802,,Animation|Comedy|Horror|Sci-Fi,
13812,321751,,Comedy|Drama,
13826,303854,,Comedy|Drama|Romance,
13852,443009,,Comedy|Drama,
13855,403429,,Comedy,
13857,257451,,Comedy|Crime|Drama,
13894,206296,,Comedy|Drama|Musical|Romance,
13909,457243,,Comedy,
13956,432091,,Comedy,
14017,459295,,Comedy,
14031,434234,,Comedy,
14034,518756,,Adventure|Comedy,
14057,348327,,Comedy|Drama,
14067,144789,,Comedy,
14117,239573,,Comedy,
14158,189150,,Comedy|Romance,
14208,492166,,Comedy,
14223,85317,,Comedy,
14275,471617,,Comedy|Drama,
14329,183836,,Comedy,
14345,420648,,Comedy|Thriller,
14358,396810,,Comedy,
14379,339148,,Comedy|Romance,
14462,134375,,Children|Comedy|Crime,
14470,209350,,Comedy|Drama,
14640,146837,,Comedy,
14674,275601,,Comedy|Drama,
14728,253980,,Action|Comedy|Drama|Fantasy|Thriller,
14777,457943,,Comedy|Horror,
14825,474331,,Comedy,
14837,259954,,Comedy|Drama|Romance,
14878,501989,,Comedy,
14891,369778,,Comedy|Drama,
14913,465109,,Comedy,
14915,392554,,Comedy|Drama,
14952,150117,,Comedy|Romance,
14956,274388,,Comedy,
15022,287689,,Comedy,
15050,239568,,Comedy,
15080,279096,,Comedy|Sci-Fi,
15120,450438,,Comedy,
15168,610619,,Comedy,
15169,381069,,Comedy,
15230,174337,,Comedy|Drama,
15254,444706,,Comedy,
15384,194523,,Comedy|Crime|Drama,
15400,419700,,Comedy,
15418,247645,,Comedy,
15499,274483,,Comedy|Drama,
15503,438348,,Comedy,
15561,98604,,Comedy|Romance,
15581,244563,,Comedy|Drama,
15609,201066,,Comedy|Drama,
15721,347881,,Comedy,
15738,262227,,Action|Children|Comedy|Drama|Romance,
15741,241842,,Action|Comedy|Horror,
15817,637627,,Comedy|Documentary,
15824,325848,,Comedy,
15842,431435,,Comedy|Crime,
15844,276839,,Comedy|Drama,
15906,214264,,Comedy|Fantasy|Romance,
15976,456022,,Comedy|Drama,
15986,229407,,Animation|Children|Comedy|Sci-Fi,
16019,165718,,Animation|Comedy|Romance,
16028,263913,,Comedy,
16134,521936,,Comedy|Sci-Fi,
16148,340357,,Adventure|Animation|Comedy,
16276,150041,,Comedy|Drama,
16346,567609,,Comedy|Horror|Thriller,
16365,454293,,Comedy,
16423,289333,,Comedy,
16443,137116,,Adventure|Animation|Children|Comedy,
16538,411736,,Action|Animation|Comedy,
16549,207936,,Comedy|Romance,
16668,407447,,Comedy|Drama,
16696,383121,,Action|Comedy,
16763,191718,,Comedy|Drama|Romance,
16798,130736,,Comedy|Drama,
16813,396461,,Comedy|Crime|Drama|Mystery|Thriller,
16819,567126,,Comedy|Documentary,
16884,376280,,Comedy,
16941,596054,,Adventure|Comedy|Drama,
17117,371738,,Comedy|Drama|Romance,
17134,397517,,Comedy|Romance,
17136,296178,,Comedy|Drama|Romance,
17191,227932,,Comedy,
17270,333287,,Comedy|Romance,
17273,431093,,Comedy,
17298,476634,,Comedy|Drama|Mystery|Romance,
17337,367326,,Animation|Children|Comedy,
17378,496524,,Action|Comedy|Drama,
17393,461757,,Adventure|Comedy,
17405,249916,,Comedy|Drama|Romance,
17493,355386,,Comedy|Drama|Mystery,
17637,439154,,Comedy|Drama,
17675,258152,,Animation|Children|Comedy|Fantasy,
17745,430780,,Comedy,
17784,97672,,Comedy,
17925,306197,,Comedy|Drama,
17936,472338,,Comedy|Horror,
17957,442087,,Comedy,
17989,451925,,Comedy|Drama|Sci-Fi,
18001,124461,,Comedy,
18026,418378,,Comedy|Drama,
18093,414018,,Comedy|Drama|Western,
18138,503929,,Comedy,
18250,292638,,Action|Comedy|Crime,
18303,287925,,Comedy|Romance,
18363,620778,,Comedy,
18423,365756,,Comedy,
18436,346472,,Comedy|Drama|Sci-Fi,
18467,381237,,Action|Comedy|Horror,
18567,203059,,Comedy,
18577,441728,,Comedy|Romance,
18600,623195,,Comedy|Romance,
18632,376581,,Comedy,
18658,381066,,Comedy,
18705,238185,,Comedy,
18866,273641,,Comedy|Documentary,
18868,346494,,Comedy|Drama,
18896,458310,,Comedy,
18900,535581,,Comedy|Horror,
18928,260522,,Comedy|Sci-Fi,
18953,320413,,Comedy|Horror|Thriller,
19000,412758,,Action|Comedy|Horror,
